,polarity,tweet,nltk_texts,predicted
2291,neutral,name company holding acquire citycon of,<Text: Name of Company in which holdings have been...>,neut
2292,neutral,aware headquarter spot finland,"<Text: BasWare is headquartered in Espoo , Finland ....>",neut
2293,neutral,store locate conan shopping center name petya company add,<Text: The store is located in Poznan in a...>,neg
2294,neutral,seat would go edgar demand american experience clothing retail industry christian rich austrian experience winter sport good business,<Text: The other seats would go to Edgar Edmonds...>,neut
2295,neutral,accord act university acquire private funding,"<Text: According to the Act , universities can now...>",neut
2296,neutral,follow strategy tikkurila establish fullyowned sale company tikkurila albany kazakhstan marketing decorative point finnish tikkurila brand russian ten brand,"<Text: Following its strategy , Tikkurila has established a...>",neut
2297,negative,asia traffic decline per cent,<Text: Asian traffic declined by 3.4 per cent ....>,neg
2298,neutral,ahlstrom s employee serve customer via sale office production facility country six continent,"<Text: Ahlstrom 's 5,700 employees serve customers via sales...>",neut
2299,neutral,rate headquarter nastola finland technology company serve wood product industry worldwide,"<Text: Raute , headquartered in Nastola , Finland ,...>",neut
2300,positive,consumer product manufacturer fiskar open distribution warehouse center southaven create job,<Text: Consumer products manufacturer Fiskars Corp. will open a...>,neg
2301,neutral,accord late information benefit launch twig device september,"<Text: According to latest information , Benefon will launch...>",neg
2302,neutral,area also buy share kauhajoen teurastamokiinteistot of kauhajoki slaughterhouse property itikka cooperative,<Text: Atria will also buy the shares of Kauhajoen...>,neut
2303,neutral,joint venture invest our production technology straight away,"<Text: The joint venture will invest about EUR 500,000...>",neut
2304,neutral,report campan ply s co heikki westerlund,<Text: He will report to CapMan Plc 's CEO...>,neg
2305,neutral,price specify completion date,<Text: The price will be specified at the completion...>,neg
2306,neutral,total million invest project,<Text: A total of $ 78 million will be...>,neg
2307,neutral,finnish consultant stamp interactive of say november army lonnfor take position co,<Text: Finnish IT consultancy Satama Interactive Oyj said on...>,neut
2308,neutral,h h q q man neuro unless otherwise state net sale operate profit pretax profit net profit es neuro neuro,<Text: H1 '08 H1 '07 Q2 '08 Q2 '07...>,neut
2309,neutral,order s definitely big campo acquire say analyst campo would appear agenda order ahead privatisation,<Text: ` Nordea 's definitely too big for Sampo...>,neg
2310,neutral,fix mobile conference solution represent key value proposition today s communication market,<Text: `` Fixed Mobile Convergence solutions represent a key...>,pos
2311,neutral,room modify share component already indicate,<Text: `` There is no room to modify the...>,neut
2312,neutral,could,<Text: `` We could be there ....>,neg
2313,positive,low bidder final approval await,<Text: `` We were the lowest bidders and now...>,neg
2314,neutral,central office order bank a utitsa yamskogo poly building telephone ext unimilk egg xvi international businesssummit food business russia take place,<Text: 1 p.m. Central office of Nordea Bank 19...>,neut
2315,neutral,share still subscribe series e share option max,"<Text: 128,538 shares can still be subscribed for with...>",neut
2316,neutral,november finnish energy company forum of he full say today partner start negotiation establish new operating model energy supply turk region western finland,<Text: 15 November 2010 - Finnish energy company Fortum...>,neg
2317,neutral,new share option right plan pack company huhtamaki of report monday total new share company issue base share subscription option right plan,"<Text: 561,470 new shares under 2003 option rights plan...>",neg
2318,neutral,meet medium analysis hold day stonesoft headquarters helsinki italahdenkatu interim report present stonesoft s co ilya hiidenheimo,<Text: A meeting for the media and analysts will...>,pos
2319,neutral,meeting glisten shareholder vote bid hold march,<Text: A meeting of Glisten shareholders to vote on...>,neg
2320,neutral,reply available october follow number we caller £ £ nonus caller access code,<Text: A replay will be available until 27 October...>,neg
2321,neutral,spokesman say food store center subject council local support could comprise supermarket small store nice outlet form follow consultation council local community regard appropriate use occupier,<Text: A spokesman said : `` The food store...>,neut
2322,neutral,total wonderware terrify his available integrate support wonderware product touch  he software industrialsql server historian wonderware information server it analyst software i analyst sac software,<Text: A total of 185 Wonderware Certified SIs are...>,neut
2323,neutral,le co market share percent rival beverage group sake percent,<Text: A. Le Coq had a market share of...>,neg
2324,neutral,come asp chemical asp shipping asp system,<Text: About 36 % of this came from Aspo...>,neg
2325,neutral,vera group share own lanebrook whose beneficiary one hand millhouse hold company asset millionaire roman abramovich business partner vera executive alexander abramovna alexander ermolov,<Text: About 72 % of Evraz Group shares are...>,neut
2326,neutral,absolute bank explore possibility borrowing,<Text: Absolut Bank is exploring the possibility of further...>,neut
2327,neutral,baker yards finland begin use chinese subcontractor finnish shipyard,<Text: Aker Yards Finland will begin using Chinese subcontractors...>,neg
2328,positive,finnish food industry company he ruokatalo area form joint venture company call lantikalkkuna produce turkey meat,<Text: Finnish food industry companies HK Ruokatalo and Atria...>,neg
2329,neutral,finnish food industry company linner tehtaat plan change fish product business,<Text: Finnish food industry company L+Ænnen Tehtaat is planning...>,neg
2330,negative,finnish plunge heating system supplier upon temporarily lay whole workforce finland two week midjuly,<Text: Finnish plumbing and heating systems supplier Uponor is...>,neg
2331,neutral,finnish property investment company citycon plan issue direct subordinate convertible bond institutional investor,<Text: Finnish property investment company Citycon plans to issue...>,neut
2332,neutral,finland lamina cargo terminal finnish nurminen logistic purchase warehouse ground lease right port lamina,"<Text: In Finland , Hamina Cargo Terminal , of...>",neg
2333,negative,finland metal sector company component lay temporarily staff peri mill christmas till january,"<Text: In Finland , metal sector company Componenta is...>",neg
2334,neutral,member he ruokatalo group finland scan launch joint venture slaughterhouse team ugglarp sone southern sweden,<Text: Member of the HK Ruokatalo Group in Finland...>,neut
2335,neutral,large construction company finland it corporation acquire share slovak construction company read bratislava,"<Text: The largest construction company in Finland , YIT...>",neut
2336,negative,accord anti asset management finnish analysis forecast still high,"<Text: According to Aktia Asset Management , Finnish analysts...>",neut
2337,neutral,accord business medium report usmanov plan transfer megafon stake statecontrolle svyazinv exchange stake merge rostelecom,"<Text: According to business media reports , Usmanov planned...>",neg
2338,neutral,accord co hanna sirone new common name visual identity require group grow internationalised,"<Text: According to CEO Hannu Syrj+Ænen , a new...>",neut
2339,neutral,accord gallop food farm fact beef consumption total in kill finland,"<Text: According to Gallup Food and Farm Facts ,...>",neg
2340,neutral,accord construction work start spring facility commission spring,"<Text: According to him , construction work will start...>",neg
2341,neutral,accord soosalu particular attention pay resident privacy security design aleksandri street building,"<Text: According to Soosalu , particular attention was paid...>",neut
2342,neutral,accord statistic finnish maritime administration shipping increase much januaryaugust however,<Text: According to statistics by the Finnish Maritime Administration...>,neg
2343,neutral,accord company decision issue make summer early summer late,"<Text: According to the company , a decision in...>",neg
2344,neutral,accord company layoff temporary,"<Text: According to the company , the lay-offs will...>",neg
2345,neutral,accord finnishrussian chamber commerce major construction company finland operate russia,"<Text: According to the Finnish-Russian Chamber of Commerce ,...>",neg
2346,neutral,accord ratification holding ameriprice group company total share represent tell  share voting right,"<Text: According to the notification , the holdings of...>",neg
2347,neutral,accord report elias s da s joint market share finland s telecom market,"<Text: According to the report , Elisa 's and...>",pos
2348,neutral,two company sit sew present deal,<Text: After that the two companies sat down and...>,neg
2349,neutral,sale savior group ltd comprise savior art corporate function investment concord corporation,"<Text: After the sale , Savcor Group Ltd will...>",neut
2350,neutral,ahlstrom s share quote nasal ox helsinki,<Text: Ahlstrom 's share is quoted on the NASDAQ...>,pos
2351,neutral,virus attempt evacuate people within second,<Text: Airbus will attempt to evacuate up to 873...>,neg
2352,neutral,alexandria june michael williams newby park develop network device,"<Text: ALEXANDRIA , Va. , June 7 -- Michael...>",neg
2353,neutral,right reserve,<Text: All rights reserved ....>,neg
2354,neutral,it capital market day material available company s internet site investor september,<Text: All YIT Capital Markets Day materials will be...>,neg
2355,neutral,alma media hold company remain share own company s key employee,<Text: Alma Media holds 70 % of this company...>,neg
2356,neutral,almost entire office building occupy meet,<Text: Almost the entire office building will be occupied...>,neut
2357,neutral,also westpac issue benchmark month fun deal europe,"<Text: Also , Westpac is to issue a benchmark...>",neut
2358,neutral,also development online business continue,<Text: Also the development of online businesses will continue...>,neut
2359,neutral,alamo previously agree similar deal tenor merge stake vimpelcom kyivstargrm,<Text: Altimo previously agreed a similar deal with Telenor...>,neut
2360,neutral,part agreement employee john deer forestry documentation function transfer dokumentori of,<Text: As a part of the agreement 10 employees...>,neut
2361,neutral,result total employee would give notice,"<Text: As a result , a total of 82...>",neg
2362,neutral,result transaction sarcoma budapest acquire stake online store egeszsegbolt,"<Text: As a result of the transaction , Sanoma...>",neut
2363,neutral,alternative share exchange panostaja offer full cash consideration value neuro per share,"<Text: As an alternative to the share exchange ,...>",neut
2364,negative,part organisation measure take place spring tamglass fenton start personnel negotiation affect entire staff,<Text: As part of the reorganisation measures that will...>,neut
2365,neutral,report june circuit continue alternately report track vacant occupy almost constantly june part track signal device replace time crash accord retro source,"<Text: As reported June 26 , `` both circuits...>",neg
2366,neutral,outokumpu decline put our ox helsinki put high ox helsinki add put,"<Text: At 10.58 am , Outokumpu declined 2.74 pct...>",neg
2367,neutral,meet alma medium s annual report schedule publish calendar week,<Text: at 9:00 EET Alma Media 's Annual Report...>,neut
2368,neutral,endaugust campo order s big shareholder stake follow state,"<Text: At end-August , Sampo was Nordea 's biggest...>",neg
2369,neutral,first sole s service company operate petersburg area include maintenance material management system datum collection solution,"<Text: At first , Solteq 's services to companies...>",neut
2370,neutral,autotank group part asp s system division,<Text: Autotank Group is part of Aspo 's Systems...>,neut
2371,neutral,aware einvoice of merged parent company present fiscal period,<Text: Basware Einvoices Oy will be merged into the...>,neut
2372,neutral,application consider hack application classified fsecure riskware,<Text: Because the application can be considered as a...>,pos
2373,neutral,foi john king work several general manager senior business consultant position international company china,"<Text: Before FKI , John Jiang has worked in...>",neut
2374,negative,benefit s target lie temporarily permanently salt plant s staff,<Text: Benefon 's target is to lay off temporarily...>,neut
2375,neutral,besides pitproduct enter new segment,"<Text: Besides , Pit-Produkt will enter the new segments...>",neut
2376,neutral,bid offer include least share value share must correspond least our,"<Text: Bids or offers include at least 1,000 shares...>",neut
2377,neutral,campan make initial investment seem june,<Text: CapMan made its initial investment in OneMed in...>,neg
2378,neutral,campan say deal s effect cash flow total our transaction would affect financial result execute fair value,<Text: CapMan said the deal 's effect on its...>,neut
2379,neutral,cataclysm segment include refined cataclysm polyolefin cataclysm product category,<Text: Catalysts segment includes refinery catalysts and polyolefin catalysts...>,neg
2380,neutral,component metal sector company international operation production plant locate finland netherlands sweden turkey,<Text: Componenta is a metal sector company with international...>,neg
2381,neutral,compel corporation same evil president co distribution nasal ox helsinki major medium compel dynamic loss solution enable telecom service provide deliver service flexibly charge effectively,"<Text: Comptel Corporation Sami Ervio President and CEO ,...>",neg
2382,neutral,consist seven interconnect unit meg image s logistic center metre length metre height,"<Text: Consisting of seven interconnected units , Mega Image...>",neg
2383,neutral,construction work helsinki music centre start autumn total cost project estimate million europe,<Text: Construction work on the Helsinki Music Centre is...>,neg
2384,neutral,copyright ax news ax financial news log register trademark ax news limit,<Text: COPYRIGHT AFX News and AFX Financial News Logo...>,neut
2385,neutral,cramp headquarters santa finland rents construction machinery equipment well rent cell nodular space,"<Text: Cramo , headquartered in Vantaa , Finland ,...>",neg
2386,neutral,currency conversion base exchange rate time deal,<Text: Currency conversions are based on exchange rates at...>,neg
2387,neutral,currently termination lure produce subcontract facility mexico manufacturing transfer ranula s factory shenzhen china,<Text: Currently the Terminator lures are produced in a...>,neut
2388,neutral,destiny of finnish infrastructure construction service company building maintain design traffic route industrial traffic environment also complete living environment,<Text: Destia Oy is a Finnish infrastructure and construction...>,neg
2389,neutral,digit also set two subsidiary digit norway digit we,"<Text: Digia will also set up two subsidiaries ,...>",neut
2390,neutral,dutch publisher de silver say today agree buy stake belgian weekly magazine hum finnish medium company sarcoma he slav,<Text: Dutch publisher De Vijver said today it has...>,neg
2391,neutral,share entitle one vote,<Text: Each share is entitled to one vote ....>,neg
2392,neutral,year dividend deduce subscription price,<Text: Each year the dividend is deducted from the...>,neg
2393,neutral,earning per share es amount our,<Text: Earnings per share EPS amounted to EUR0 .01...>,neut
2394,neutral,earning per share our,<Text: Earnings per share were EUR -0.04 -0.06 ....>,neut
2395,neutral,elcoteq global network market service site long experience serve consumer electronic system solution customer,<Text: Elcoteq has a global network of After Market...>,neut
2396,neutral,elcoteq se list nasal ox helsinki,<Text: Elcoteq SE is listed on the Nasdaq OMX...>,neg
2397,neutral,electronic version require hour copy customize client digital control custom watermark,<Text: Electronic versions require 24-48 hours as each copy...>,neut
2398,neutral,elias corporation disclose financial statement thursday february,<Text: Elisa Corporation will disclose its financial statements for...>,neg
2399,neutral,empress de desarrollo urban de quite innovarrio ecuador commission poor prepare sensibility study new urban rapid mass transit system,"<Text: Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO...>",neut
2400,neutral,erkki jarvinen president rautakirja head sarcoma trade division leave current task spring similar position outside sarcoma group,"<Text: Erkki Jarvinen , President of Rautakirja and the...>",neut
2401,neutral,ethanol would make barley production could start,"<Text: Ethanol would be made from barley , and...>",neut
2402,neutral,expel composite brief expel composite technology company design manufacture market composite profile tube industrial application,<Text: EXEL COMPOSITES IN BRIEF Exel Composites is a...>,neut
2403,neutral,expel headquarters mantyharju finland,<Text: Exel is headquartered in Mantyharju in Finland ....>,neut
2404,neutral,facade right march finnish construction company it of he ty say today build frame facade tower construction project right,<Text: facades in Riga 8 March 2010 - Finnish...>,neg
2405,neutral,fancy dan move far glasgow gift interior store fancy dan move,<Text: Fancy Dans on the move FAB Glasgow gift...>,neut
2406,neutral,financial statement include consolidated financial statement group board director report auditory report corporate governance statement,<Text: Financial Statements include the consolidated financial statements of...>,neut
2407,neutral,financialwire tm press release service receive compensation news opinion distribution,<Text: FinancialWire tm is not a press release service...>,neg
2408,positive,finnair expand finnair plan add flight route long long india russia,<Text: Finnair expands : Finnair plans to add more...>,neg
2409,neutral,finnish bank land launch longterm pension saving account begin june,<Text: Finnish Bank of +_land will launch its long-term...>,neg
2410,positive,finnish food company raise of he raise say today buy british snack confectioner company big bear group ply enterprise value our million we,<Text: Finnish food company Raisio Oyj HEL : RAIVV...>,neut
2411,neutral,finnish industrial group ruukki group ply ox helsinki rug say friday november furniture business segment cap furniture conclude personnel negotiation start end september,<Text: Finnish industrial group Ruukki Group Plc OMX Helsinki...>,neg
2412,neutral,finnish metal component supplier component december apply approval turkish capital market board launch mandatory offer remain share iron aluminium cast producer dakota dokumculuk,<Text: Finnish metal components supplier Componenta on December 26...>,neut
2413,neutral,finnish camporoseole manufacture approximately seven forest machine monthly half machine export,<Text: Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly...>,neut
2414,neutral,incline six ship construction china deliver schedule first quarter final quarter,<Text: Finnlines has six ships under construction in China...>,neg
2415,neutral,incline announce week measure take tackle situation,<Text: Finnlines will announce in week 17 of 2006...>,neg
2416,positive,firm october finnish lifting equipment maker konecrane of he cry say today acquire we machine tool solution unlimited cincinnati ohio disclose sum,<Text: firm 28 October 2009 - Finnish lifting equipment...>,neut
2417,neutral,follow issue new share constitute percent firm s capital,"<Text: Following the issue , the new shares will...>",neut
2418,neutral,purpose possible acquisition put would establish subsidiary poland,"<Text: For the purposes of the possible acquisition ,...>",neut
2419,neutral,found finnair one world s old airline fly destination fleet aircraft employ people,"<Text: Founded in 1923 , Finnair is one of...>",neut
2420,neutral,geometric acquire extra financing issue maximum new share convertible bond subscription right share fully subscribe,<Text: GeoSentric is acquiring extra financing by issuing a...>,neut
2421,neutral,platon s share glad list nasal ox helsinki mid cap list,<Text: Glaston 's share GLA1V is listed on the...>,neut
2422,neutral,ground ratification tiimari ply issue capital convertible loan allocation decision board,<Text: Grounds for the notification : Tiimari Plc 12/30/2010...>,neut
2423,positive,growth expect continue,<Text: Growth is expected to continue in 2008 ....>,neut
2424,neutral,gypsy service support ten different language include organ russian,<Text: GyPSii service supports ten different languages including Korean...>,neut
2425,neutral,confirm view july,<Text: He confirmed his view on July 6 ....>,neg
2426,neutral,member board numerous companic shareholder bondman ltd board specialist network,<Text: He is a member of the Board of...>,neut
2427,neutral,helsinki ax cargoe say buy put stake indian construction machinery ltd bangalorebase company make fork lift trunk mobile crank disclose sum,<Text: HELSINKI AFX - Cargotec said it has bought...>,neg
2428,neutral,helsinki ax cramp say agree sell cramp netherland by nl dutch machinery equipment rental unit jason group disclose sum,<Text: HELSINKI AFX - Cramo said it has agreed...>,neg
2429,neutral,helsinkibase component buy turkish list company dakota october million europe make large finnish investment turkey date,<Text: Helsinki-based Componenta bought Turkish listed company Doktas in...>,neg
2430,neutral,however offer probably make current valuation partly derive deal company merge stock market she will,"<Text: However , the offering will probably not be...>",neut
2431,neutral,huhtamaki of stock exchange release huhtamaki s capital market day institutional investor analysis hold spot september start pm finnish time,"<Text: HUHTAMAKI OYJ STOCK EXCHANGE RELEASE , 16.9.2008 AT...>",neg
2432,neutral,say categorically wahlroos quote say paper ask campo s interest make bid sa,"<Text: I can say categorically , no , '...>",neg
2433,neutral,honkarakenne start production need partner sawmill operation,"<Text: If Honkarakenne starts production there , it will...>",neut
2434,neutral,addition nine fixedterm employment contract extend two people leave company pension arrangement,"<Text: In addition , nine fixed-term employment contracts will...>",neut
2435,neutral,addition exist service counter area reception hall rebuild access provide local rail connection,"<Text: In addition , the existing service counter area...>",neg
2436,neutral,addition reduction nine person make pension arrangement company add,<Text: In addition a reduction of nine persons will...>,neut
2437,neutral,addition tulikivi corporation also currently member board follow company anti corporation jvisome port osuuskunta osuuskunta key profile vehicle of voimatel of,"<Text: In addition to the Tulikivi Corporation , he...>",neut
2438,neutral,future plant focus production large profile wind farm tower,"<Text: In future , the plant will focus on...>",neut
2439,neutral,return new yorkbased private equity firm receive stake latvia telecom group,<Text: In return the New York-based private equity firm...>,neut
2440,neutral,baltic country area s target organic growth,"<Text: In the Baltic countries , Atria 's target...>",neg
2441,neutral,cap corporation stock exchange announcement april invitation news conference cap s interim report q cap publish interim report januarymarch wednesday may,<Text: Incap Corporation Stock Exchange Announcement 29 April 2010...>,neg
2442,neutral,india high priority since business link two country also expand tornstrom say,<Text: India is high on our priority since business...>,neg
2443,neutral,ionphase s second major owner venture capital firm laura capital,<Text: IonPhasE 's second major owner is venture capital...>,neut
2444,neutral,iso omen base matinkyla district southern part city spot southern finland,<Text: Iso Omena is based in the Matinkyla district...>,neg
2445,neutral,move spot merge steel operation avert sheffield form avestapolarit,<Text: It moved into the No. 2 spot in...>,neut
2446,neutral,it s share deal estimate neuro,<Text: ITG 's share in the deal is estimated...>,neut
2447,neutral,customer include local company so of kiilto of toptronic of normal some of pellonpaja of manner of,"<Text: Its customers include local companies Slo Oy ,...>",neut
2448,positive,icon estimate hire specialist mechanical engineering electronic design be new unit jyvaeskylae end,<Text: Ixonos estimates that it will hire 20 specialists...>,neut
2449,neutral,sense gastein mike crutch head dover north america business unit report toivola,"<Text: Jensen , Njastein and Mike Critch , the...>",neut
2450,neutral,julia hienonen current finnair co step end january,"<Text: Jukka Hienonen , the current Finnair CEO ,...>",neut
2451,neutral,femora headquarters helsinki finland international chemical group comprise business area femora pulp paper femora water femora specially femora coating,"<Text: Kemira , headquartered in Helsinki , Finland ,...>",neut
2452,neutral,femora s partner project petersburg water work,<Text: Kemira 's partner in the project is St....>,neut
2453,neutral,kershaw take position immediate effect previous role marketing manager hankey home garden product,<Text: Kershaw takes up the position with immediate effect...>,neut
2454,neutral,one list sordid exchange helsinki,<Text: KONE is listed on the Nordic Exchange in...>,neg
2455,neutral,l operative finland sweden latvia russia norway,"<Text: L&T is operative in Finland , Sweden ,...>",neg
2456,neutral,last week however nikita announce pursue longterm relationship microsoft make windows phone operating system foundation nikita mobile phone,"<Text: Last week , however , Nokia announced that...>",neut
2457,neutral,latvia s stockman shopping mall subsidiary finland s stockman ply,<Text: Latvia 's Stockmann shopping mall is a subsidiary...>,neg
2458,neutral,lead international recognize green building mortification system develop green building council,<Text: LEED is an internationally recognized green building certification...>,neut
2459,neutral,london ax forum say agree sell industrial maintenance service operation fund manage campan disclose sum,<Text: LONDON AFX - Fortum said it has agreed...>,neg
2460,neutral,china union nose ch hise she second large mobile carrier country,"<Text: China Unicom , NYSE : CHU , HKSE...>",neut
2461,neutral,maximum amount termination finland employee company add,<Text: Maximum amount of terminations in Finland is 40...>,neg
2462,neutral,measure launch immediately due penalize first quarter,<Text: Measures will be launched immediately and are due...>,neg
2463,neutral,metbothnia finance payment dividend repayment capital purchase share fund derive investment uruguay operation share pohjolan voila utilize exist financing facility,"<Text: Metsa-Botnia will finance the payment of dividends ,...>",pos
2464,neutral,meet s delivery include complete coated board line relate air system two hinder,<Text: Metso 's delivery will include a complete coated...>,neut
2465,neutral,mobile datum transfer expect increase exclusively let era,<Text: Mobile data transfer is expected to increase explosively...>,neg
2466,neutral,dividend go grimaldi family,<Text: Most of the dividend will go to the...>,neut
2467,neutral,mr batman see also expansion option talkinghelisnki link claim however operating link single ship enough,<Text: mr Bakman sees also expansion options on the...>,neut
2468,positive,mreal corporation press release november mreal corporation second good company material sector include forest industry company carbon disclosure leadership index coli sordid report,<Text: M-real Corporation Press release on 3 November at...>,neut
2469,neutral,mreal say ground rumor circulate market month,<Text: M-Real said there are ` no grounds '...>,neg
2470,neutral,nastola axe job february finnish wood product technology firm rate of he utah say today transfer nastola southern finland production jyvaskyla plant affect people,"<Text: Nastola , axe 14 jobs 16 February 2010...>",neut
2471,neutral,nest shipping likely remain finnish oil sector transport significant emergency supply,<Text: Neste Shipping is the most likely to remain...>,pos
2472,neutral,net investment income,<Text: Net investment income...>,pos
2473,neutral,compensation news opinion distribution,"<Text: no compensation for its news , opinions or...>",neut
2474,neutral,financial detail available,<Text: No financial details were available ....>,neut
2475,neutral,financial detail disclose,<Text: No financial details were disclosed ....>,neut
2476,neutral,financial detail provide,<Text: No financial details were provided ....>,neut
2477,neutral,financial detail report,<Text: No financial details were reported ....>,neg
2478,neutral,wasteburne facility build,<Text: No more waste-burning facilities should be built ....>,neut
2479,neutral,price give transaction merge two london company work together number project include delivery timetable britain s national express east coast rail network,"<Text: No price was given for the transaction ,...>",neut
2480,neutral,prick detail disclose,<Text: No pricing details were disclosed ....>,pos
2481,neutral,nikita say still expect sell million syrian device year come give indication expect phone handoff work,<Text: Nokia said it still expects to sell 150...>,neg
2482,neutral,order bank esthonia part large financial group sordid country,<Text: Nordea Bank Estonia is part of the largest...>,neut
2483,neutral,company s net sale acquire finland european countries asia we,"<Text: Of the company 's net sales , 38...>",neg
2484,neutral,official disclose contract value,<Text: Officials did not disclose the contract value ....>,neg
2485,neutral,december grimaldi acquire million share percent stake incline,"<Text: On Dec. 1 , Grimaldi acquired 1.5 million...>",neut
2486,neutral,linner tehtaat show loss recently start streamline measure,"<Text: Only L+Ænnen Tehtaat showed a loss , but...>",neg
2487,negative,operate cash flow investment total our in compare our in correspond period,<Text: Operating cash flow after investments totalled EUR 61.3...>,neut
2488,positive,frolad expect involve high comparable involve,<Text: Oriola-KD expects its invoicing in 2008 to be...>,neut
2489,neutral,otherwise situation control,<Text: Otherwise the situation is under control ....>,neut
2490,neutral,customer come follow country up us spain france italy germany china long long sweden norway netherlands austria belgium switzerland czech republic finland canada russia ukraine denmark ireland south more lichtenstein,<Text: Our customers come from the following countries :...>,neg
2491,neutral,customer come follow country up us spain france italy germany china sweden norway netherlands austria belgium switzerland czech republic serbia finland canada russia ukraine portugal denmark ireland south more esthonia lichtenstein,<Text: Our customers come from the following countries :...>,neg
2492,neutral,indepth expertise extend field energy industry urban mobility water environment,<Text: Our in-depth expertise extends to the fields of...>,neut
2493,neutral,particular attention pay energy efficiency construction building design meet requirement energy class b lead mortification apply,<Text: Particular attention is being paid to energy efficiency...>,neut
2494,neutral,patch office serve approximately patrol client nationwide may,<Text: Paychex has more than 100 offices serving approximately...>,neut
2495,neutral,payment share shall effect subscription,<Text: Payment of shares shall be effected on subscription...>,neg
2496,neutral,pus digital guatemala use tecnoman s repaid system telgua fix network well code division multiple access coma global system mobile communication grm since,<Text: PCS Digital Guatemala has been using Tecnomen 's...>,neut
2497,neutral,poor global consulting engineering firm rouse energy forest industry infrastructure environment sector,<Text: Poyry is a global consulting and engineering firm...>,neut
2498,neutral,poor global expert consulting engineering,<Text: Poyry is a global expert in consulting and...>,neut
2499,neutral,poor ply additional information heikki alien president co poor ply tell poor global expert consulting engineering,<Text: POYRY PLC Additional information by : Heikki Malinen...>,neg
2500,neutral,price talk euribor plus bus area sole lead citigroup,<Text: Price talk is in the Euribor plus 2...>,neut
2501,neutral,product deliver interrupted refined say give financial detail,"<Text: Product deliveries will not be interrupted , the...>",neg
2502,neutral,production schedule start end april,<Text: Production is scheduled to start by the end...>,neut
2503,neutral,protalix million cash sale,<Text: Protalix has $ 42 million in cash and...>,neg
2504,neutral,public service also available,<Text: Public services will also be available ....>,neg
2505,neutral,publish glove online israel business news november copyright glove publisher stout,"<Text: Published by Globes online , Israel business news...>",neut
2506,neutral,raiment finland domestic unit machinery rental company raiment of he mr,<Text: Ramirent Finland is the domestic unit of machinery...>,neg
2507,neutral,rate list sordid exchange helsinki,<Text: Raute is listed on the Nordic exchange in...>,neg
2508,neutral,registration require,<Text: Registration is required ....>,neut
2509,neutral,relate link flexiblebaseloadoperation thewartsilagenerating set gasconversion short two version press release,<Text: Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This...>,neut
2510,neutral,rosendal sila patella vice president corporate communication tell email sila,"<Text: rosendal at outotec.com Eila Paatela , Vice President...>",neg
2511,neutral,runaway visual range calculate assessment distance pilot see runaway,<Text: Runway Visual Range is a calculated assessment of...>,neut
2512,neutral,sarcoma s charge manufacturing plant india locate nikita telecom park state tail and eastern part india,<Text: Salcomp 's charger manufacturing plant in India is...>,neg
2513,neutral,saunalahti part elias group,<Text: Saunalahti is a part of the Elisa group...>,neut
2514,neutral,say brian button head security vodafone up,"<Text: says Brian Burton , Head of IT Security...>",neut
2515,neutral,seller finnish elcoteq group large european electronic manufacturing service company,"<Text: Seller is the Finnish Elcoteq Group , the...>",neg
2516,neutral,sole ply announcement share purchase helsinki stock exchange sole ply hold total share include share purchase,<Text: Solteq Plc ANNOUNCEMENT 16.12.2010 SHARE REPURCHASE 16.12.2010 In...>,pos
2517,neutral,recent technology deliver include refined technology anna aluminium iron ore pelletizing plant datum steel iron ore winter plant bhushan steel,<Text: Some of the most recent technology deliveries include...>,pos
2518,neutral,sonya ply s annual general meeting decide march establish shareholder nomination committee prepare proposal annual general meeting composition board director regeneration,<Text: Sponda Plc 's Annual General Meeting decided on...>,neut
2519,neutral,sov also build anna park weakness area restaurant multifunctional ice arena,<Text: SRV will also build an aqua park with...>,neut
2520,neutral,ash communications security corporation headquarters helsinki finland,<Text: SSH Communications Security Corporation is headquartered in Helsinki...>,neut
2521,neutral,ash establish new global sale marketing group lead george adams adams establish global sale marketing group drive worldwide program support ash hectic enterprise security solution,<Text: SSH Establishes New Global Sales and Marketing Group...>,neut
2522,neutral,status agree,<Text: Status : Agreed...>,neg
2523,neutral,seek set base bordeaux southwestern france,"<Text: Steek , which was set up in 2002...>",neut
2524,neutral,stockman ply company announcement february annual summary stockman s stock exchange financial press release available company s webster address,"<Text: STOCKMANN plc COMPANY ANNOUNCEMENT February 20 , 2007...>",neg
2525,neutral,story endo global paper pack wood product company nest oil finnish company engage refining marketing oil inaugurate demonstration plant various finland biomass liquid production utilize forestry residue,"<Text: Stora Enso , a global paper , packaging...>",neut
2526,neutral,stuck today full service house expert radiation nuclear safety issue,<Text: STUK today is a full service house expert...>,neg
2527,neutral,sullivan say board really involve lot work people get pay time,<Text: Sullivan said some of the boards `` really...>,neut
2528,neutral,some paikallissanomat of part alma medium group currently publish local newspaper across finland,<Text: Suomen Paikallissanomat Oy is part of Alma Media...>,neut
2529,neutral,talvivaara list london stock exchange main market nasal ox helsinki include fuse index,<Text: Talvivaara is listed on the London Stock Exchange...>,neg
2530,neutral,tecnotree s convenient charge solution include functionality repay postpaid fill charge rating voice call video call raw data traffic mobile fix network,<Text: Tecnotree 's convergent charging solution includes functionality for...>,neut
